KoordID;Kanton;Year;Crop;Crop_Category;Label;Altitude;Area_ha;Yield_dt_ha;Use;Source
ID34;AG;2013;Wheat;Cereals;Extenso;318;0.93;60;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Conv;524;1;63;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;427;1.43;78;NA;Farmer
ID12;VD;2014;Wheat;Cereals;Conv;544;3.6;55;NA;Farmer
ID34;AG;2014;Wheat;Cereals;Extenso;320;1;60;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;429;2.44;78;NA;Farmer
ID12;VD;2014;Wheat;Cereals;Extenso;546;2.8;55;NA;Farmer
ID9;FR;2015;Wheat;Cereals;Conv;677;1.15;86;NA;Farmer
ID9;FR;2014;Wheat;Cereals;Conv;677;1.1;67;NA;Farmer
ID39;AG;2015;Wheat;Cereals;Conv;386;3.05;78;NA;Farmer
ID1;VD;2013;Wheat;Cereals;Conv;594;2.05;63;NA;Farmer
ID9;FR;2015;Wheat;Cereals;Extenso;711;1.35;65;NA;Farmer
ID30;AG;2015;Wheat;Cereals;Conv;429;3.59;60;NA;Farmer
ID1;VD;2013;Wheat;Cereals;Conv;594;8.65;79;NA;Farmer
ID12;VD;2015;Wheat;Cereals;Extenso;532;1.7;55;NA;Farmer
ID1;VD;2015;Wheat;Cereals;Conv;594;2.08;67.2;NA;Farmer
ID6;VD;2015;Wheat;Cereals;Extenso;629;1.95;57;NA;Farmer
ID1;VD;2014;Wheat;Cereals;Extenso;592;1.8;46;NA;Farmer
ID6;VD;2014;Wheat;Cereals;Extenso;635;1.35;60;NA;Farmer
ID7;FR;2013;Wheat;Cereals;Extenso;725;2.8;57.3;NA;Farmer
ID12;VD;2015;Wheat;Cereals;Conv;513;0.18;55;NA;Farmer
ID1;VD;2014;Wheat;Cereals;Conv;596;4.3;71;NA;Farmer
ID40;TG;2013;Wheat;Cereals;Conv;384;2;55;NA;Farmer
ID1;VD;2013;Wheat;Cereals;Conv;589;5.6;71;NA;Farmer
ID12;VD;2013;Wheat;Cereals;Extenso;555;2.13;55;NA;Farmer
ID1;VD;2015;Wheat;Cereals;Conv;589;5.6;71;NA;Farmer
ID12;VD;2015;Wheat;Cereals;Extenso;555;2.13;61;NA;Farmer
ID1;VD;2014;Wheat;Cereals;Conv;584;1.7;71;NA;Farmer
ID40;TG;2012;Wheat;Cereals;Conv;383;1.99;67;NA;Farmer
ID40;TG;2012;Wheat;Cereals;Extenso;384;1.99;60;NA;Farmer
ID40;TG;2014;Wheat;Cereals;Extenso;384;2;75;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Conv;536;10.55;72;NA;Farmer
ID40;TG;2014;Wheat;Cereals;Conv;391;2.06;75;NA;Farmer
ID2;VD;2015;Wheat;Cereals;Conv;536;10.55;70;NA;Farmer
ID18;BE;2012;Wheat;Cereals;Extenso;602;2.16;60;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;524;5.2;78;NA;Farmer
ID18;BE;2012;Wheat;Cereals;Extenso;596;3.57;60;NA;Farmer
ID18;BE;2014;Wheat;Cereals;Conv;577;1.64;93;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;530;5.2;78;NA;Farmer
ID27;AG;2013;Wheat;Cereals;Conv;444;1.2;76;NA;Farmer
ID18;BE;2012;Wheat;Cereals;Bio;596;2.11;52;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;521;6.25;78;NA;Farmer
ID18;BE;2013;Wheat;Cereals;Bio;611;1.99;50;NA;Farmer
ID12;VD;2014;Wheat;Cereals;Conv;541;5.2;70;NA;Farmer
ID27;AG;2015;Wheat;Cereals;Conv;444;1.05;67;NA;Farmer
ID18;BE;2014;Wheat;Cereals;Extenso;596;3.57;60;NA;Farmer
ID31;AG;2013;Wheat;Cereals;Extenso;466;0.7;60;NA;Farmer
ID12;VD;2014;Wheat;Cereals;Extenso;540;3.12;70;NA;Farmer
ID31;AG;2013;Wheat;Cereals;Extenso;449;0.37;60;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Extenso;513;3.12;51;NA;Farmer
ID6;VD;2015;Wheat;Cereals;Conv;601;2.7;65;NA;Farmer
ID12;VD;2015;Wheat;Cereals;Extenso;517;3.05;58;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Extenso;513;1.88;51;NA;Farmer
ID6;VD;2015;Wheat;Cereals;Extenso;604;1.2;40;NA;Farmer
ID6;VD;2015;Wheat;Cereals;Conv;708;0.96;70;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Extenso;513;1.87;51;NA;Farmer
ID6;VD;2013;Wheat;Cereals;Extenso;601;0.3;62;NA;Farmer
ID6;VD;2014;Wheat;Cereals;Extenso;629;0.6;57.5;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;538;1.5;65;NA;Farmer
ID37;AG;2015;Wheat;Cereals;Extenso;413;1.1;46;NA;Farmer
ID24;BE;2014;Wheat;Cereals;Extenso;746;2.37;64;NA;Farmer
ID12;VD;2015;Wheat;Cereals;Conv;528;1.25;NA;NA;Farmer
ID24;BE;2013;Wheat;Cereals;Bio;749;2.58;55;NA;Farmer
ID2;VD;2015;Wheat;Cereals;Bio;495;2.98;39;NA;Farmer
ID24;BE;2012;Wheat;Cereals;Bio;729;1.4;54;NA;Farmer
ID13;FR;2013;Wheat;Cereals;Conv;570;5.7;56.64;NA;Farmer
ID13;FR;2013;Wheat;Cereals;Conv;603;1.8;34.19;NA;Farmer
ID13;FR;2015;Wheat;Cereals;Conv;570;4.9;64;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Extenso;495;2.5;59;NA;Farmer
ID13;FR;2015;Wheat;Cereals;Extenso;571;2.6;67.5;NA;Farmer
ID13;FR;2014;Wheat;Cereals;Extenso;569;4.3;67.5;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Extenso;495;2.5;59;NA;Farmer
ID24;BE;2012;Wheat;Cereals;Bio;716;1.2;55;NA;Farmer
ID27;AG;2015;Wheat;Cereals;Bio;445;1.63;59.1;NA;Farmer
ID24;BE;2013;Wheat;Cereals;Bio;729;2.66;50;NA;Farmer
ID24;BE;2014;Wheat;Cereals;Bio;728;1.43;55;NA;Farmer
ID3;VD;2014;Wheat;Cereals;Extenso;624;5.8;65;NA;Farmer
ID15;FR;2014;Wheat;Cereals;Conv;693;4.3;83;NA;Farmer
ID38;AG;2014;Wheat;Cereals;Conv;508;3.4;82.1;NA;Farmer
ID15;FR;2014;Wheat;Cereals;Conv;693;8.4;69;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;526;0.9;81.3;NA;Farmer
ID33;AG;2015;Wheat;Cereals;Extenso;398;3.15;50;NA;Farmer
ID15;FR;2015;Wheat;Cereals;Conv;694;1.9;60;NA;Farmer
ID31;AG;2015;Wheat;Cereals;Bio;463;3.4;47;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Conv;540;2.7;78;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Conv;545;1.11;82.5;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Extenso;558;3.1;60;NA;Farmer
ID27;AG;2013;Wheat;Cereals;Extenso;446;1.4;53;NA;Farmer
ID45;TG;2013;Wheat;Cereals;Conv;504;2.3;NA;NA;Farmer
ID45;TG;2014;Wheat;Cereals;Conv;482;3.75;NA;NA;Farmer
ID2;VD;2015;Wheat;Cereals;Conv;534;1.68;60.2;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Conv;533;4.32;71.8;NA;Farmer
ID45;TG;2013;Wheat;Cereals;Conv;517;1.9;NA;NA;Farmer
ID31;AG;2013;Wheat;Cereals;Extenso;433;0.68;48;NA;Farmer
ID48;SG;2015;Wheat;Cereals;Bio;400;7.2;60;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;538;2;65;NA;Farmer
ID8;FR;2015;Wheat;Cereals;Conv;540;2.7;68;NA;Farmer
ID27;AG;2014;Wheat;Cereals;Extenso;451;1.2;55;NA;Farmer
ID7;FR;2014;Wheat;Cereals;Extenso;725;2.5;66.5;NA;Farmer
ID37;AG;2013;Wheat;Cereals;Extenso;400;1.4;48;NA;Farmer
ID48;SG;2015;Wheat;Cereals;Bio;400;4.5;60;NA;Farmer
ID27;AG;2015;Wheat;Cereals;Extenso;429;1.12;50;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Conv;543;0.6;47;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Conv;554;0.9;71;NA;Farmer
ID31;AG;2014;Wheat;Cereals;Extenso;484;0.56;NA;NA;Farmer
ID4;VD;2014;Wheat;Cereals;Conv;758;3.84;67;NA;Farmer
ID2;VD;2015;Wheat;Cereals;Conv;538;1.6;65;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Conv;526;2.08;70;NA;Farmer
ID37;AG;2015;Wheat;Cereals;Conv;366;2.13;68;NA;Farmer
ID37;AG;2013;Wheat;Cereals;Conv;403;1.2;68;NA;Farmer
ID42;TG;2013;Wheat;Cereals;Bio;526;1.8;55;NA;Farmer
ID42;TG;2013;Wheat;Cereals;Bio;530;2.1;55;NA;Farmer
ID42;TG;2012;Wheat;Cereals;Bio;526;5;55;NA;Farmer
ID41;TG;2014;Wheat;Cereals;Conv;470;1.98;83;NA;Farmer
ID11;FR;2014;Wheat;Cereals;Conv;620;6.2;75;NA;Farmer
ID41;TG;2014;Wheat;Cereals;Conv;460;2.12;94;NA;Farmer
ID41;TG;2012;Wheat;Cereals;Conv;464;1.5;94;NA;Farmer
ID41;TG;2012;Wheat;Cereals;Conv;464;2;94;NA;Farmer
ID41;TG;2012;Wheat;Cereals;Conv;473;1.65;94;NA;Farmer
ID41;TG;2013;Wheat;Cereals;Conv;491;0.88;55;NA;Farmer
ID41;TG;2014;Wheat;Cereals;Extenso;472;1;65;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;444;1.1;78;NA;Farmer
ID30;AG;2013;Wheat;Cereals;Conv;429;0.2;65;NA;Farmer
ID34;AG;2013;Wheat;Cereals;Extenso;318;1.53;60;NA;Farmer
ID2;VD;2015;Wheat;Cereals;Conv;524;2.16;70;NA;Farmer
ID34;AG;2015;Wheat;Cereals;Extenso;320;1.23;60;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;542;4.32;68;NA;Farmer
ID34;AG;2013;Wheat;Cereals;Conv;319;1.23;52.56;NA;Farmer
ID34;AG;2013;Wheat;Cereals;Conv;318;0.78;52.58;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;542;4.1;80;NA;Farmer
ID34;AG;2015;Wheat;Cereals;Conv;320;1.5;75.46;NA;Farmer
ID37;AG;2013;Wheat;Cereals;Extenso;417;1.15;40.2;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;542;0.92;80;NA;Farmer
ID7;FR;2013;Wheat;Cereals;Extenso;719;3.5;44.9;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Conv;542;2.2;75;NA;Farmer
ID7;FR;2015;Wheat;Cereals;Extenso;792;0.6;54;NA;Farmer
ID7;FR;2014;Wheat;Cereals;Extenso;792;2.5;52.06;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Conv;539;1.29;70;NA;Farmer
ID31;AG;2014;Wheat;Cereals;Extenso;445;2.24;61.45;NA;Farmer
ID27;AG;2013;Wheat;Cereals;Extenso;444;0.5;70;NA;Farmer
ID36;LU;2013;Wheat;Cereals;Extenso;739;3.91;65;NA;Farmer
ID14;BE;2014;Wheat;Cereals;Conv;467;2.5;NA;NA;Farmer
ID14;BE;2014;Wheat;Cereals;Conv;460;2.54;NA;NA;Farmer
ID14;BE;2012;Wheat;Cereals;Conv;495;1.97;NA;NA;Farmer
ID19;BE;2012;Wheat;Cereals;Extenso;593;1.09;46;NA;Farmer
ID19;BE;2014;Wheat;Cereals;Conv;593;1.09;88;NA;Farmer
ID19;BE;2012;Wheat;Cereals;Conv;596;1.4;60;NA;Farmer
ID3;VD;2014;Wheat;Cereals;Conv;601;5.8;68;NA;Farmer
ID19;BE;2014;Wheat;Cereals;Extenso;604;1.82;60;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Conv;601;3.2;55;NA;Farmer
ID16;FR;2015;Wheat;Cereals;Conv;500;1;80;NA;Farmer
ID16;FR;2013;Wheat;Cereals;Conv;503;1.53;80;NA;Farmer
ID3;VD;2015;Wheat;Cereals;Conv;601;5.2;60.5;NA;Farmer
ID6;VD;2015;Wheat;Cereals;Conv;600;2.1;77;NA;Farmer
ID18;BE;2012;Wheat;Cereals;Conv;579;0.9;61.5;NA;Farmer
ID3;VD;2015;Wheat;Cereals;Conv;597;3.4;68;NA;Farmer
ID10;VD;2015;Wheat;Cereals;Conv;439;1.5;65;NA;Farmer
ID4;VD;2015;Wheat;Cereals;Extenso;828;1;48;NA;Farmer
ID37;AG;2015;Wheat;Cereals;Conv;408;1.7;60;NA;Farmer
ID33;AG;2013;Wheat;Cereals;Conv;398;0.79;65;NA;Farmer
ID28;LU;2013;Wheat;Cereals;Conv;477;0.62;46;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Conv;619;3.2;79;NA;Farmer
ID28;LU;2013;Wheat;Cereals;Conv;495;0.31;46;NA;Farmer
ID3;VD;2015;Wheat;Cereals;Conv;619;3.2;70;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Conv;594;2.2;69;NA;Farmer
ID33;AG;2013;Wheat;Cereals;Conv;399;2;65;NA;Farmer
ID10;VD;2013;Wheat;Cereals;Conv;441;5.1;90;NA;Farmer
ID33;AG;2015;Wheat;Cereals;Conv;399;2;66;NA;Farmer
ID3;VD;2014;Wheat;Cereals;Conv;606;4;75;NA;Farmer
ID25;BE;2014;Wheat;Cereals;Extenso;702;1.7;69;NA;Farmer
ID46;TG;2012;Wheat;Cereals;Conv;476;2.12;NA;NA;Farmer
ID46;TG;2014;Wheat;Cereals;Conv;477;1.75;70;NA;Farmer
ID46;TG;2012;Wheat;Cereals;Conv;476;0.97;NA;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Conv;606;2.6;82;NA;Farmer
ID46;TG;2014;Wheat;Cereals;Conv;542;1.5;60;NA;Farmer
ID3;VD;2015;Wheat;Cereals;Conv;606;2.6;NA;NA;Farmer
ID10;VD;2014;Wheat;Cereals;Conv;441;4.52;92;NA;Farmer
ID8;FR;2014;Wheat;Cereals;Conv;556;0.4;65;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Conv;540;1;78;NA;Farmer
ID3;VD;2014;Wheat;Cereals;Extenso;626;1.25;65;NA;Farmer
ID10;VD;2015;Wheat;Cereals;Conv;440;4.7;85;NA;Farmer
ID15;FR;2013;Wheat;Cereals;Conv;694;1.9;81;NA;Farmer
ID15;FR;2013;Wheat;Cereals;Conv;706;8.48;85;NA;Farmer
ID15;FR;2013;Wheat;Cereals;Conv;693;8;65;NA;Farmer
ID15;FR;2013;Wheat;Cereals;Conv;693;7.95;72;NA;Farmer
ID15;FR;2014;Wheat;Cereals;Conv;736;6.4;83;NA;Farmer
ID3;VD;2014;Wheat;Cereals;Extenso;612;2.2;38;NA;Farmer
ID15;FR;2013;Wheat;Cereals;Conv;736;3.5;80;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Extenso;612;2.2;60;NA;Farmer
ID15;FR;2015;Wheat;Cereals;Conv;736;5.4;85;NA;Farmer
ID3;VD;2015;Wheat;Cereals;Extenso;612;2.8;62;NA;Farmer
ID15;FR;2013;Wheat;Cereals;Extenso;705;2.2;42.3;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Extenso;624;2.8;40;NA;Farmer
ID20;BE;2012;Wheat;Cereals;Conv;696;1.28;80;NA;Farmer
ID24;BE;2012;Wheat;Cereals;Bio;716;1.2;55;NA;Farmer
ID15;FR;2014;Wheat;Cereals;Conv;706;8;79;NA;Farmer
ID10;VD;2015;Wheat;Cereals;Conv;440;4.3;78;NA;Farmer
ID11;FR;2013;Wheat;Cereals;Conv;634;5.5;90;NA;Farmer
ID5;VD;2014;Wheat;Cereals;Conv;444;4.8;68;NA;Farmer
ID26;LU;2014;Wheat;Cereals;Extenso;687;0.58;59;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;426;1.2;92.4;NA;Farmer
ID5;VD;2013;Wheat;Cereals;Conv;439;2.13;45;NA;Farmer
ID26;LU;2013;Wheat;Cereals;Extenso;670;2.8;68;NA;Farmer
ID15;FR;2015;Wheat;Cereals;Conv;701;3.12;60;NA;Farmer
ID5;VD;2013;Wheat;Cereals;Conv;444;4.11;54;NA;Farmer
ID30;AG;2015;Wheat;Cereals;Conv;426;1.1;67;NA;Farmer
ID5;VD;2015;Wheat;Cereals;Conv;444;4.11;77;NA;Farmer
ID8;FR;2014;Wheat;Cereals;Conv;556;0.4;65;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Extenso;614;4.5;67;NA;Farmer
ID8;FR;2015;Wheat;Cereals;Conv;568;0.51;75;NA;Farmer
ID3;VD;2015;Wheat;Cereals;Extenso;614;5.28;66;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Extenso;545;0.84;60;NA;Farmer
ID8;FR;2014;Wheat;Cereals;Extenso;540;1;60;NA;Farmer
ID8;FR;2014;Wheat;Cereals;Extenso;553;0.16;60;NA;Farmer
ID8;FR;2015;Wheat;Cereals;Extenso;558;4.8;60;NA;Farmer
ID3;VD;2014;Wheat;Cereals;Extenso;614;3.2;65;NA;Farmer
ID17;FR;2015;Wheat;Cereals;Extenso;660;2;54;NA;Farmer
ID38;AG;2014;Wheat;Cereals;Conv;500;1.5;69;NA;Farmer
ID22;BE;2013;Wheat;Cereals;Conv;526;2.45;80;NA;Farmer
ID22;BE;2013;Wheat;Cereals;Conv;526;2.45;80;NA;Farmer
ID8;FR;2014;Wheat;Cereals;Conv;540;0.98;93;NA;Farmer
ID8;FR;2013;Wheat;Cereals;Conv;545;1.41;NA;NA;Farmer
ID31;AG;2014;Wheat;Cereals;Conv;443;0.78;NA;NA;Farmer
ID30;AG;2013;Wheat;Cereals;Conv;424;0.87;65;NA;Farmer
ID8;FR;2014;Wheat;Cereals;Conv;540;4;77;NA;Farmer
ID30;AG;2015;Wheat;Cereals;Conv;421;1;70;NA;Farmer
ID49;SG;2013;Wheat;Cereals;Conv;417;0.55;59.3;NA;Farmer
ID40;TG;2013;Wheat;Cereals;Conv;391;1.72;80;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;420;1.9;69.2;NA;Farmer
ID21;BE;2012;Wheat;Cereals;Extenso;699;1.7;56;NA;Farmer
ID11;FR;2015;Wheat;Cereals;Conv;620;5;80;NA;Farmer
ID11;FR;2014;Wheat;Cereals;Conv;620;2.6;NA;NA;Farmer
ID32;LU;2012;Wheat;Cereals;Conv;686;1;63;NA;Farmer
ID11;FR;2014;Wheat;Cereals;Conv;620;0.7;70;NA;Farmer
ID41;TG;2013;Wheat;Cereals;Conv;478;2.09;76;NA;Farmer
ID11;FR;2013;Wheat;Cereals;Conv;620;2.3;70;NA;Farmer
ID11;FR;2014;Wheat;Cereals;Conv;621;3.2;76;NA;Farmer
ID6;VD;2014;Wheat;Cereals;Conv;600;3.4;60;NA;Farmer
ID11;FR;2014;Wheat;Cereals;Conv;634;5.5;90;NA;Farmer
ID34;AG;2013;Wheat;Cereals;Conv;318;1.71;69.29;NA;Farmer
ID34;AG;2014;Wheat;Cereals;Extenso;317;0.89;60;NA;Farmer
ID11;FR;2015;Wheat;Cereals;Conv;634;5.62;90;NA;Farmer
ID11;FR;2014;Wheat;Cereals;Conv;621;4.6;78;NA;Farmer
ID34;AG;2014;Wheat;Cereals;Extenso;319;0.83;60;NA;Farmer
ID30;AG;2015;Wheat;Cereals;Conv;429;0.2;63;NA;Farmer
ID6;VD;2015;Wheat;Cereals;Extenso;690;1.89;65.6;NA;Farmer
ID34;AG;2015;Wheat;Cereals;Conv;317;1.77;70.09;NA;Farmer
ID11;FR;2015;Wheat;Cereals;Conv;621;5.8;72;NA;Farmer
ID9;FR;2014;Wheat;Cereals;Conv;677;1.7;84;NA;Farmer
ID4;VD;2014;Wheat;Cereals;Conv;827;1.2;75;NA;Farmer
ID34;AG;2014;Wheat;Cereals;Conv;320;0.75;64.16;NA;Farmer
ID34;AG;2015;Wheat;Cereals;Conv;317;0.45;70;NA;Farmer
ID34;AG;2015;Wheat;Cereals;Conv;317;1.1;79.72;NA;Farmer
ID30;AG;2015;Wheat;Cereals;Conv;438;1.1;63;NA;Farmer
ID34;AG;2015;Wheat;Cereals;Conv;317;1.19;54.6;NA;Farmer
ID34;AG;2015;Wheat;Cereals;Conv;318;0.6;67;NA;Farmer
ID34;AG;2014;Wheat;Cereals;Conv;318;1.68;51;NA;Farmer
ID6;VD;2013;Wheat;Cereals;Extenso;629;1;62;NA;Farmer
ID37;AG;2015;Wheat;Cereals;Extenso;398;1.6;54;NA;Farmer
ID5;VD;2014;Wheat;Cereals;Conv;446;5.95;73;NA;Farmer
ID7;FR;2015;Wheat;Cereals;Extenso;725;2.2;56.4;NA;Farmer
ID19;BE;2014;Wheat;Cereals;Conv;598;1.53;70;NA;Farmer
ID7;FR;2015;Wheat;Cereals;Extenso;725;2.8;56.4;NA;Farmer
ID12;VD;2013;Wheat;Cereals;Extenso;534;3.86;55;NA;Farmer
ID5;VD;2015;Wheat;Cereals;Conv;454;0.9;70;NA;Farmer
ID5;VD;2014;Wheat;Cereals;Conv;469;3.4;77;NA;Farmer
ID18;BE;2013;Wheat;Cereals;Conv;587;1.82;82;NA;Farmer
ID16;FR;2014;Wheat;Cereals;Conv;506;1.8;NA;NA;Farmer
ID18;BE;2014;Wheat;Cereals;Conv;577;1;68.4;NA;Farmer
ID6;VD;2013;Wheat;Cereals;Extenso;600;3.45;50;NA;Farmer
ID18;BE;2012;Wheat;Cereals;Conv;577;2.2;NA;NA;Farmer
ID18;BE;2013;Wheat;Cereals;Conv;579;1;55;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;423;0.2;70;NA;Farmer
ID4;VD;2013;Wheat;Cereals;Extenso;828;2.29;51;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;420;0.65;85;NA;Farmer
ID37;AG;2013;Wheat;Cereals;Conv;366;1.23;60;NA;Farmer
ID48;SG;2013;Wheat;Cereals;Extenso;402;1.3;46;NA;Farmer
ID31;AG;2014;Wheat;Cereals;Extenso;486;0.56;NA;NA;Farmer
ID4;VD;2014;Wheat;Cereals;Extenso;828;2;55;NA;Farmer
ID18;BE;2013;Wheat;Cereals;Conv;590;1;NA;NA;Farmer
ID49;SG;2014;Wheat;Cereals;Bio;417;0.8;60;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;421;0.6;85;NA;Farmer
ID27;AG;2015;Wheat;Cereals;Conv;444;1.2;67;NA;Farmer
ID8;FR;2014;Wheat;Cereals;Conv;556;0.4;78.56;NA;Farmer
ID4;VD;2014;Wheat;Cereals;Conv;751;1.24;74;NA;Farmer
ID49;SG;2015;Wheat;Cereals;Bio;418;1.2;60;NA;Farmer
ID4;VD;2013;Wheat;Cereals;Conv;751;0.92;66.9;NA;Farmer
ID37;AG;2013;Wheat;Cereals;Extenso;416;1.6;49;NA;Farmer
ID25;BE;2014;Wheat;Cereals;Conv;669;1.58;NA;NA;Farmer
ID4;VD;2013;Wheat;Cereals;Conv;751;2.81;79;NA;Farmer
ID12;VD;2013;Wheat;Cereals;Extenso;517;3.05;60;NA;Farmer
ID6;VD;2014;Wheat;Cereals;Extenso;676;3.5;62;NA;Farmer
ID39;AG;2015;Wheat;Cereals;Conv;381;6.3;72;NA;Farmer
ID4;VD;2014;Wheat;Cereals;Conv;751;1.68;74;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Bio;422;0.72;42;NA;Farmer
ID48;SG;2013;Wheat;Cereals;Bio;400;2.6;60;NA;Farmer
ID17;FR;2013;Wheat;Cereals;Extenso;650;1.97;58.5;NA;Farmer
ID36;LU;2014;Wheat;Cereals;Conv;739;1.51;65;NA;Farmer
ID17;FR;2015;Wheat;Cereals;Extenso;650;1.97;55.9;NA;Farmer
ID5;VD;2014;Wheat;Cereals;Conv;440;1.4;78;NA;Farmer
ID19;BE;2013;Wheat;Cereals;Conv;595;0.86;73;NA;Farmer
ID30;AG;2014;Wheat;Cereals;Conv;432;1.05;70;NA;Farmer
ID19;BE;2013;Wheat;Cereals;Conv;585;1.6;67;NA;Farmer
ID19;BE;2014;Wheat;Cereals;Conv;596;1.4;74;NA;Farmer
ID12;VD;2015;Wheat;Cereals;Extenso;534;3.86;61;NA;Farmer
ID24;BE;2014;Wheat;Cereals;Bio;736;1.35;56;NA;Farmer
ID5;VD;2013;Wheat;Cereals;Conv;469;3.4;76;NA;Farmer
ID24;BE;2014;Wheat;Cereals;Bio;728;1.3;NA;NA;Farmer
ID24;BE;2014;Wheat;Cereals;Bio;736;1.2;56;NA;Farmer
ID5;VD;2013;Wheat;Cereals;Conv;455;5.13;78;NA;Farmer
ID39;AG;2013;Wheat;Cereals;Conv;382;1.8;74;NA;Farmer
ID11;FR;2015;Wheat;Cereals;Conv;620;2.2;85;NA;Farmer
ID48;SG;2014;Wheat;Cereals;Bio;401;2.4;60;NA;Farmer
ID48;SG;2014;Wheat;Cereals;Bio;400;3.5;60;NA;Farmer
ID18;BE;2014;Wheat;Cereals;Conv;577;2.2;82;NA;Farmer
ID30;AG;2013;Wheat;Cereals;Conv;431;1.13;65;NA;Farmer
ID33;AG;2015;Wheat;Cereals;Extenso;394;1.48;50;NA;Farmer
ID29;LU;2012;Wheat;Cereals;Conv;741;1.3;68;NA;Farmer
ID33;AG;2015;Wheat;Cereals;Extenso;396;1.35;50;NA;Farmer
ID37;AG;2014;Wheat;Cereals;Conv;402;1.08;72;NA;Farmer
ID10;VD;2015;Wheat;Cereals;Conv;438;5.04;65;NA;Farmer
ID5;VD;2015;Wheat;Cereals;Conv;439;2.13;81;NA;Farmer
ID11;FR;2015;Wheat;Cereals;Conv;621;2.8;82.85;NA;Farmer
ID10;VD;2014;Wheat;Cereals;Conv;438;5.04;95;NA;Farmer
ID11;FR;2013;Wheat;Cereals;Conv;621;2.51;52.27;NA;Farmer
ID10;VD;2014;Wheat;Cereals;Conv;438;5.04;95;NA;Farmer
ID38;AG;2015;Wheat;Cereals;Conv;504;2;61.4;NA;Farmer
ID30;AG;2013;Wheat;Cereals;Conv;426;1.65;60;NA;Farmer
ID5;VD;2013;Wheat;Cereals;Conv;457;1.35;57;NA;Farmer
ID39;AG;2015;Wheat;Cereals;Conv;388;2.45;75;NA;Farmer
ID45;TG;2013;Wheat;Cereals;Conv;496;2.1;NA;NA;Farmer
ID5;VD;2015;Wheat;Cereals;Conv;457;0.85;75;NA;Farmer
ID37;AG;2013;Wheat;Cereals;Extenso;405;0.7;48;NA;Farmer
ID5;VD;2014;Wheat;Cereals;Conv;444;0.9;60;NA;Farmer
ID19;BE;2014;Wheat;Cereals;Conv;593;1.8;71.4;NA;Farmer
ID36;LU;2013;Wheat;Cereals;Conv;799;1.15;58;NA;Farmer
ID17;FR;2014;Wheat;Cereals;Extenso;660;2;55;NA;Farmer
ID36;LU;2012;Wheat;Cereals;Extenso;739;2.01;65;NA;Farmer
ID17;FR;2015;Wheat;Cereals;Extenso;684;1.6;57;NA;Farmer
ID12;VD;2013;Wheat;Cereals;Extenso;513;0.38;55;NA;Farmer
ID6;VD;2015;Wheat;Cereals;Conv;600;1;77;NA;Farmer
ID7;FR;2013;Wheat;Cereals;Extenso;741;3;57;NA;Farmer
ID38;AG;2013;Wheat;Cereals;Conv;508;1.62;84;NA;Farmer
ID24;BE;2012;Wheat;Cereals;Bio;698;2.4;45;NA;Farmer
